len_domain,max_len_labels_subdomain,character_entropy,number_numerical_characters,ratio_numerical_characters,max_len_cont_num_chars,max_len_cont_alpha_chars,max_len_cont_same_alpha_chars,ratio_vowels,max_length_continuous_consonants,number_distinct_A_records,ip_entropy_domain_name,number_distinct_NS_records,similarity_NS_domain_name,Class
9,6,2.3,0,0.0,0,6,2,0.5555555555555556,1,1,0.0,4,14.17,benign
7,4,2.8,2,0.2857142857142857,2,3,1,0.1428571428571428,2,2,0.0,2,1.0,benign
6,3,2.6,0,0.0,0,3,1,0.5,1,0,0.0,2,1.0,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,5,2,0.0,6,8.13,benign
15,12,3.5,0,0.0,0,12,1,0.4,2,0,0.0,4,8.33,benign
11,8,3.3,0,0.0,0,8,1,0.2727272727272727,2,3,1.58,9,10.06,benign
8,5,2.8,0,0.0,0,5,1,0.375,2,3,0.92,4,1.0,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,2,1,0.0,10,7.02,benign
10,7,3.1,0,0.0,0,7,1,0.5,2,2,1.0,12,11.71,benign
12,9,3.1,0,0.0,0,9,1,0.25,4,39,4.86,10,9.4,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,3,1.0,benign
11,8,3.3,0,0.0,0,8,1,0.1818181818181818,4,0,0.0,14,10.45,benign
16,13,3.0,0,0.0,0,13,1,0.4375,2,0,0.0,4,9.17,benign
15,12,3.0,0,0.0,0,12,1,0.4,4,13,2.65,7,11.1,benign
10,7,2.6,0,0.0,0,7,1,0.4,2,3,1.58,9,7.81,benign
11,8,3.0,0,0.0,0,8,2,0.2727272727272727,3,0,0.0,4,8.33,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,10,3.12,10,8.04,benign
13,10,3.2,0,0.0,0,10,1,0.3076923076923077,3,5,1.52,4,1.0,benign
18,15,3.5,0,0.0,0,15,1,0.3888888888888889,3,1,0.0,4,1.0,benign
7,4,2.2,0,0.0,0,4,2,0.4285714285714285,2,1,0.0,6,9.47,benign
9,7,2.6,0,0.0,0,7,2,0.4444444444444444,2,2,0.0,7,1.0,benign
8,5,3.0,0,0.0,0,5,1,0.5,1,0,0.0,4,7.67,benign
11,8,2.7,0,0.0,0,8,2,0.5454545454545454,2,2,1.0,9,6.72,benign
6,3,2.3,0,0.0,0,3,2,0.1666666666666666,3,1,0.0,10,4.67,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,2,0,0.0,2,1.0,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,1,0.0,2,1.0,benign
8,6,3.0,0,0.0,0,6,1,0.25,3,1,0.0,6,4.6,benign
11,8,3.0,0,0.0,0,8,1,0.3636363636363636,3,2,0.0,2,4.0,benign
10,7,2.8,0,0.0,0,7,2,0.4,2,2,1.0,6,6.27,benign
8,5,2.5,0,0.0,0,5,1,0.25,2,0,0.0,4,1.0,benign
11,8,2.6,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,4,9.0,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,2,2,0.0,4,1.0,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,2,1,0.0,2,2.0,benign
8,5,2.2,0,0.0,0,5,1,0.375,2,2,1.0,16,9.25,benign
7,5,2.8,0,0.0,0,5,1,0.2857142857142857,5,0,0.0,6,1.0,benign
8,5,2.5,0,0.0,0,5,1,0.375,2,1,0.0,5,1.0,benign
11,8,3.1,0,0.0,0,8,2,0.2727272727272727,2,0,0.0,3,1.0,benign
10,7,3.1,0,0.0,0,7,2,0.3,3,4,0.81,4,2.83,benign
10,7,3.3,0,0.0,0,7,1,0.3,2,10,1.52,8,8.21,benign
9,6,2.6,0,0.0,0,6,2,0.4444444444444444,1,184,2.49,4,8.17,benign
15,12,3.1,0,0.0,0,12,1,0.4,2,1,0.0,18,10.96,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,3,186,2.56,4,8.33,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,2,0,0.0,4,8.67,benign
9,6,2.6,0,0.0,0,6,1,0.3333333333333333,2,3,0.92,12,11.5,benign
14,11,3.0,0,0.0,0,11,2,0.2142857142857142,5,2,0.0,4,11.33,benign
13,10,3.4,1,0.0769230769230769,1,9,2,0.1538461538461538,7,1,0.0,4,1.0,benign
11,8,3.5,0,0.0,0,8,1,0.3636363636363636,2,2,1.0,4,8.33,benign
11,8,2.9,0,0.0,0,8,1,0.5454545454545454,1,1,0.0,14,9.43,benign
13,10,3.2,0,0.0,0,10,2,0.3846153846153846,3,0,0.0,8,4.11,benign
10,8,3.1,0,0.0,0,8,1,0.4,4,2,0.0,11,2.22,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,2,1,0.0,3,1.0,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,7,5.19,benign
12,9,2.7,0,0.0,0,9,1,0.3333333333333333,2,1,0.0,3,3.0,benign
12,9,2.7,0,0.0,0,9,1,0.4166666666666667,1,2,0.0,7,7.71,benign
10,7,2.9,2,0.2,2,5,1,0.3,2,23,4.26,11,5.82,benign
14,11,3.2,0,0.0,0,11,2,0.3571428571428571,2,6,1.25,6,11.13,benign
6,3,2.3,1,0.1666666666666666,1,3,1,0.1666666666666666,2,1,0.0,18,10.16,benign
9,6,2.9,0,0.0,0,6,1,0.2222222222222222,4,0,0.0,10,9.09,benign
8,5,2.4,0,0.0,0,5,1,0.125,5,0,0.0,4,8.83,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,4,8.83,benign
8,5,3.0,0,0.0,0,5,1,0.375,2,2,1.0,12,9.02,benign
10,7,2.6,0,0.0,0,7,1,0.4,2,4,1.5,4,8.67,benign
10,7,2.5,0,0.0,0,7,1,0.3,3,0,0.0,4,8.33,benign
9,6,3.2,0,0.0,0,6,1,0.2222222222222222,3,2,1.0,6,11.2,benign
10,7,2.9,2,0.2,2,5,1,0.3,2,25,4.37,11,5.82,benign
11,8,2.9,0,0.0,0,8,1,0.3636363636363636,2,2,1.0,4,8.67,benign
8,5,3.0,0,0.0,0,5,1,0.25,2,5,1.92,12,8.33,benign
12,9,3.3,0,0.0,0,9,2,0.3333333333333333,4,0,0.0,8,5.43,benign
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,2,4.0,benign
8,5,3.0,0,0.0,0,5,1,0.125,5,0,0.0,2,1.0,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,3,1,0.0,4,1.0,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,1,0.0,4,1.0,benign
14,11,3.4,0,0.0,0,11,1,0.3571428571428571,3,2,0.0,9,10.94,benign
7,4,2.5,0,0.0,0,4,2,0.2857142857142857,2,0,0.0,4,8.83,benign
16,13,3.0,0,0.0,0,13,1,0.3125,3,0,0.0,6,1.0,benign
10,7,3.1,3,0.3,3,4,1,0.2,2,0,0.0,4,7.5,benign
8,5,2.8,0,0.0,0,5,1,0.125,5,7,1.38,10,12.64,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,2,1,0.0,6,1.0,benign
11,8,3.3,0,0.0,0,8,1,0.2727272727272727,5,0,0.0,4,1.67,benign
11,8,2.7,0,0.0,0,8,2,0.3636363636363636,3,0,0.0,4,5.0,benign
8,6,3.0,0,0.0,0,6,1,0.375,2,2,1.0,4,8.5,benign
19,16,3.7,0,0.0,0,16,1,0.2631578947368421,3,1,0.0,2,1.0,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,2,1.0,7,5.52,benign
8,6,2.8,0,0.0,0,6,1,0.625,2,0,0.0,8,11.25,benign
6,4,2.3,0,0.0,0,4,1,0.3333333333333333,4,0,0.0,6,9.67,benign
15,13,3.2,0,0.0,0,13,2,0.3333333333333333,4,1,0.0,2,1.0,benign
15,12,3.5,0,0.0,0,12,1,0.4666666666666667,2,28,4.81,8,7.93,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,2,0,0.0,2,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.5,2,0,0.0,6,8.8,benign
11,8,3.5,0,0.0,0,8,1,0.2727272727272727,3,2,0.0,4,1.0,benign
15,12,3.4,0,0.0,0,12,1,0.2666666666666666,4,0,0.0,19,13.14,benign
6,4,2.6,0,0.0,0,4,1,0.3333333333333333,4,2,0.0,0,0.0,benign
6,3,2.3,0,0.0,0,3,2,0.1666666666666666,3,1,0.0,13,7.21,benign
18,15,3.3,0,0.0,0,15,2,0.2777777777777778,4,6,2.58,4,8.5,benign
15,12,3.3,0,0.0,0,12,1,0.4666666666666667,2,52,5.06,6,12.13,benign
14,11,3.0,0,0.0,0,11,2,0.2857142857142857,5,0,0.0,14,8.91,benign
11,8,2.7,0,0.0,0,8,2,0.2727272727272727,3,2,1.0,4,1.0,benign
10,7,3.1,2,0.2,2,5,1,0.3,1,1,0.0,7,8.29,benign
9,6,2.5,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,12,10.42,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,2,1.0,4,8.33,benign
16,13,3.6,0,0.0,0,13,1,0.25,4,8,2.16,6,10.67,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,7,5.19,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,4,6.17,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,5,1.52,11,9.62,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,6,13.2,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,8,2.75,10,9.71,benign
16,13,2.8,0,0.0,0,13,2,0.3125,3,0,0.0,2,4.0,benign
14,11,3.5,0,0.0,0,11,1,0.4285714285714285,2,1,0.0,14,8.78,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,6,2.6,benign
10,7,2.4,0,0.0,0,7,1,0.4,2,0,0.0,4,8.83,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,0,0.0,6,12.0,benign
7,4,2.5,0,0.0,0,4,1,0.2857142857142857,2,3,0.92,7,8.57,benign
13,10,2.9,0,0.0,0,10,2,0.2307692307692307,3,0,0.0,2,1.0,benign
6,4,2.6,0,0.0,0,4,1,0.1666666666666666,2,0,0.0,5,1.0,benign
16,13,3.5,0,0.0,0,13,1,0.25,3,1,0.0,10,10.8,benign
14,12,3.2,0,0.0,0,12,1,0.3571428571428571,2,0,0.0,2,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.5,1,1,0.0,2,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,6,2.25,6,11.53,benign
11,9,3.1,0,0.0,0,9,1,0.4545454545454545,4,2,1.0,4,8.67,benign
11,8,2.8,0,0.0,0,8,2,0.3636363636363636,2,3,0.92,4,12.5,benign
13,10,3.5,0,0.0,0,10,1,0.3076923076923077,3,0,0.0,4,8.33,benign
11,8,3.1,0,0.0,0,8,2,0.2727272727272727,3,16,2.85,10,12.22,benign
11,8,3.3,0,0.0,0,8,1,0.4545454545454545,2,1,0.0,5,2.7,benign
6,4,2.3,0,0.0,0,4,1,0.3333333333333333,2,2,1.0,3,1.0,benign
10,8,2.9,0,0.0,0,8,1,0.4,4,0,0.0,6,1.0,benign
11,8,3.3,0,0.0,0,8,2,0.2727272727272727,2,37,4.99,4,8.33,benign
13,10,3.0,0,0.0,0,10,1,0.3076923076923077,2,1,0.0,8,4.86,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,3,26,3.71,11,10.69,benign
8,5,2.5,0,0.0,0,5,1,0.125,5,0,0.0,4,1.0,benign
8,5,3.0,1,0.125,1,4,1,0.375,1,1,0.0,3,3.0,benign
15,12,3.5,0,0.0,0,12,1,0.4,3,2,1.0,10,14.71,benign
6,4,2.3,0,0.0,0,4,1,0.3333333333333333,2,9,1.84,12,11.97,benign
8,5,2.4,0,0.0,0,5,1,0.5,1,2,1.0,6,1.0,benign
12,9,3.0,0,0.0,0,9,2,0.5,2,6,2.25,5,1.0,benign
8,5,2.8,0,0.0,0,5,2,0.5,1,1,0.0,4,1.33,benign
15,12,3.2,0,0.0,0,12,1,0.3333333333333333,2,7,2.24,7,8.57,benign
12,9,3.1,0,0.0,0,9,1,0.25,4,0,0.0,4,8.67,benign
10,7,3.1,0,0.0,0,7,1,0.3,2,0,0.0,2,1.0,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,6,2.58,4,8.17,benign
11,8,2.9,0,0.0,0,8,1,0.2727272727272727,3,2,1.0,4,8.33,benign
18,15,3.3,0,0.0,0,15,2,0.3333333333333333,3,1,0.0,5,1.0,benign
9,6,2.7,0,0.0,0,6,1,0.1111111111111111,6,2,1.0,7,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,1,0.0,4,8.0,benign
12,9,3.3,0,0.0,0,9,1,0.25,4,0,0.0,12,13.94,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,6,2.58,6,9.27,benign
13,10,2.9,0,0.0,0,10,2,0.4615384615384615,1,1,0.0,4,8.5,benign
19,16,3.5,0,0.0,0,16,1,0.3684210526315789,3,1,0.0,4,8.5,benign
9,6,2.6,0,0.0,0,6,2,0.4444444444444444,1,2,0.0,7,10.48,benign
6,3,2.3,0,0.0,0,3,1,0.5,2,2,1.0,7,8.0,benign
13,10,3.7,0,0.0,0,10,1,0.3076923076923077,2,4,0.0,2,4.0,benign
16,13,3.5,0,0.0,0,13,1,0.3125,3,8,0.0,6,12.13,benign
8,5,2.5,0,0.0,0,5,1,0.375,1,0,0.0,4,7.83,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,3,2,0.0,4,12.67,benign
17,14,2.7,0,0.0,0,14,2,0.4117647058823529,2,21,1.02,4,1.0,benign
19,16,3.6,0,0.0,0,16,1,0.3684210526315789,3,1,0.0,6,3.53,benign
10,7,2.9,0,0.0,0,7,2,0.4,2,4,1.0,6,13.67,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,0,0.0,14,10.3,benign
12,9,3.1,0,0.0,0,9,1,0.3333333333333333,3,9,0.99,4,1.17,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,3,0.92,10,10.04,benign
17,14,3.7,0,0.0,0,14,1,0.3529411764705882,3,5,0.72,4,1.0,benign
6,3,2.6,0,0.0,0,3,1,0.1666666666666666,3,1,0.0,2,1.0,benign
9,6,2.5,0,0.0,0,6,1,0.1111111111111111,6,2,0.0,2,4.0,benign
14,11,3.0,0,0.0,0,11,1,0.2857142857142857,4,1,0.0,10,6.47,benign
10,7,3.1,0,0.0,0,7,1,0.4,1,5,1.37,8,9.32,benign
9,6,2.9,0,0.0,0,6,1,0.2222222222222222,3,1,0.0,7,11.76,benign
9,7,3.2,0,0.0,0,7,1,0.3333333333333333,2,2,1.0,3,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,4,2.0,16,9.68,benign
8,5,2.8,0,0.0,0,5,1,0.375,2,1,0.0,4,6.5,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,3,6,2.58,8,6.21,benign
8,5,2.5,0,0.0,0,5,1,0.5,1,1,0.0,16,9.95,benign
15,12,3.4,0,0.0,0,12,2,0.4666666666666667,2,2,1.0,4,1.0,benign
11,8,2.7,0,0.0,0,8,2,0.3636363636363636,2,2,0.0,6,7.8,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,3,1,0.0,6,10.47,benign
12,9,3.3,0,0.0,0,9,1,0.25,4,1,0.0,10,5.91,benign
15,12,3.0,0,0.0,0,12,2,0.4666666666666667,2,1,0.0,2,1.0,benign
8,5,2.8,0,0.0,0,5,2,0.25,2,2,1.0,20,25.92,benign
13,10,3.2,0,0.0,0,10,1,0.4615384615384615,2,3,0.0,16,10.57,benign
5,3,2.3,0,0.0,0,3,1,0.4,2,40,2.25,4,8.67,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,2,0,0.0,4,8.67,benign
18,15,3.6,0,0.0,0,15,2,0.4444444444444444,2,1,0.0,12,8.08,benign
16,13,3.3,0,0.0,0,13,1,0.375,3,1,0.0,8,11.07,benign
17,12,3.5,0,0.0,0,12,1,0.4117647058823529,3,0,0.0,4,2.33,benign
11,8,2.8,0,0.0,0,8,2,0.3636363636363636,3,5,0.72,6,13.0,benign
10,7,3.1,0,0.0,0,7,1,0.4,1,8,1.55,6,13.2,benign
9,6,2.2,0,0.0,0,6,2,0.3333333333333333,2,0,0.0,4,6.67,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,2,1.0,9,12.56,benign
16,13,3.5,0,0.0,0,13,1,0.375,2,3,1.58,7,7.1,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,1,0.0,7,7.0,benign
9,6,2.9,0,0.0,0,6,1,0.5555555555555556,2,4,2.0,12,10.98,benign
10,5,3.3,0,0.0,0,5,1,0.5,2,0,0.0,4,8.33,benign
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,2,2,1.0,2,4.0,benign
19,16,3.4,0,0.0,0,16,1,0.3684210526315789,4,0,0.0,4,9.17,benign
14,11,3.3,0,0.0,0,11,1,0.3571428571428571,4,1,0.0,12,9.7,benign
10,7,2.9,3,0.3,3,4,2,0.3,1,1,0.0,6,6.2,benign
12,9,3.3,0,0.0,0,9,1,0.25,4,1,0.0,14,12.82,benign
13,10,3.2,0,0.0,0,10,2,0.3076923076923077,5,1,0.0,5,1.0,benign
8,6,3.0,0,0.0,0,6,1,0.25,2,2,0.0,2,4.0,benign
9,6,2.9,0,0.0,0,6,2,0.3333333333333333,2,1,0.0,10,8.89,benign
7,5,2.5,0,0.0,0,5,2,0.5714285714285714,2,1,0.0,4,8.5,benign
10,7,3.1,0,0.0,0,7,1,0.3,3,5,1.52,4,12.17,benign
6,3,2.3,0,0.0,0,3,1,0.3333333333333333,1,25,1.02,8,11.43,benign
8,5,2.5,0,0.0,0,5,2,0.125,5,1,0.0,4,9.0,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,4,8.67,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,2,0,0.0,6,12.2,benign
10,7,2.6,0,0.0,0,7,1,0.4,2,1,0.0,4,1.0,benign
7,4,2.5,0,0.0,0,4,2,0.2857142857142857,3,1,0.0,8,1.57,benign
8,5,3.0,3,0.375,3,3,1,0.125,2,1,0.0,8,11.68,benign
13,10,2.9,0,0.0,0,10,2,0.3076923076923077,3,0,0.0,5,1.0,benign
8,5,2.5,0,0.0,0,5,1,0.375,3,0,0.0,4,1.0,benign
13,9,3.5,0,0.0,0,9,1,0.3846153846153846,4,3,1.58,6,1.4,benign
7,4,2.8,1,0.1428571428571428,1,3,1,0.2857142857142857,2,0,0.0,4,8.67,benign
9,6,3.2,1,0.1111111111111111,1,5,1,0.1111111111111111,5,1,0.0,2,3.0,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,3,1,0.0,2,2.0,benign
17,14,3.3,0,0.0,0,14,1,0.4117647058823529,2,1,0.0,8,11.71,benign
10,7,2.9,0,0.0,0,7,1,0.3,3,0,0.0,4,7.67,benign
9,7,3.2,0,0.0,0,7,1,0.2222222222222222,3,2,1.0,2,5.0,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,2,2.0,benign
14,11,3.0,0,0.0,0,11,2,0.2857142857142857,3,0,0.0,6,1.0,benign
14,11,3.3,0,0.0,0,11,1,0.3571428571428571,3,1,0.0,4,8.5,benign
9,6,2.7,0,0.0,0,6,2,0.4444444444444444,1,151,2.62,10,13.09,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,7,0.86,2,3.0,benign
17,14,3.6,0,0.0,0,14,1,0.3529411764705882,3,0,0.0,9,8.28,benign
18,15,3.4,0,0.0,0,15,1,0.4444444444444444,3,60,3.83,4,8.67,benign
19,17,3.4,0,0.0,0,17,1,0.4210526315789473,3,0,0.0,3,10.33,benign
11,8,2.8,0,0.0,0,8,2,0.1818181818181818,5,0,0.0,4,8.67,benign
8,5,2.8,0,0.0,0,5,1,0.25,3,1,0.0,4,8.0,benign
14,11,3.0,0,0.0,0,11,1,0.4285714285714285,2,0,0.0,6,4.13,benign
10,8,2.4,0,0.0,0,8,1,0.4,2,1,0.0,2,1.0,benign
14,11,3.5,0,0.0,0,11,1,0.4285714285714285,1,1,0.0,10,9.27,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,4,8.67,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,0,0.0,14,8.16,benign
11,8,3.1,0,0.0,0,8,1,0.2727272727272727,5,2,0.0,4,6.0,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,6,2.58,6,3.0,benign
9,6,2.6,0,0.0,0,6,2,0.3333333333333333,3,3,1.58,4,8.83,benign
8,5,2.8,1,0.125,1,3,1,0.125,2,0,0.0,2,2.0,benign
10,7,2.9,0,0.0,0,7,1,0.3,4,10,0.0,2,3.0,benign
14,11,2.9,0,0.0,0,11,1,0.3571428571428571,3,0,0.0,2,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,2,0,0.0,6,12.0,benign
11,8,2.9,0,0.0,0,8,2,0.2727272727272727,3,3,1.58,10,7.38,benign
6,3,2.6,0,0.0,0,3,1,0.5,1,1,0.0,9,4.58,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,2,0.0,6,8.33,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,11,10.0,benign
9,6,2.5,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,4,3.33,benign
10,7,2.6,0,0.0,0,7,2,0.4,1,1,0.0,4,10.17,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,40,2.25,4,8.0,benign
6,3,2.3,0,0.0,0,3,2,0.3333333333333333,2,1,0.0,4,2.0,benign
14,10,3.4,0,0.0,0,10,1,0.2142857142857142,3,0,0.0,5,9.2,benign
11,8,2.8,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,7,10.43,benign
11,8,2.9,0,0.0,0,8,2,0.3636363636363636,2,3,0.0,14,10.73,benign
12,9,3.3,3,0.25,3,6,1,0.1666666666666666,3,36,4.78,6,10.6,benign
7,4,2.5,2,0.2857142857142857,2,3,1,0.1428571428571428,2,1,0.0,6,4.27,benign
14,11,3.5,0,0.0,0,11,1,0.3571428571428571,2,2,1.0,8,6.68,benign
15,12,3.2,0,0.0,0,12,1,0.3333333333333333,6,1,0.0,4,1.0,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,6,1.25,6,10.8,benign
6,3,2.6,0,0.0,0,3,1,0.3333333333333333,1,32,4.6,6,11.8,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,31,4.63,24,7.82,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,3,1,0.0,4,8.5,benign
10,7,2.7,0,0.0,0,7,1,0.3,3,8,2.75,14,11.87,benign
13,10,3.2,0,0.0,0,10,2,0.3846153846153846,2,0,0.0,2,1.0,benign
14,11,3.4,0,0.0,0,11,1,0.4285714285714285,4,1,0.0,2,1.0,benign
13,10,3.3,0,0.0,0,10,2,0.3076923076923077,3,0,0.0,2,2.0,benign
15,12,3.5,1,0.0666666666666666,1,6,1,0.4,2,2,1.0,12,11.33,benign
16,13,3.0,0,0.0,0,13,2,0.375,3,0,0.0,2,1.0,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,0,0.0,4,8.17,benign
10,6,2.8,0,0.0,0,6,1,0.4,2,0,0.0,2,1.0,benign
6,4,2.6,0,0.0,0,4,1,0.3333333333333333,2,2,0.0,7,6.05,benign
13,10,3.1,0,0.0,0,10,1,0.2307692307692307,3,0,0.0,4,9.0,benign
11,9,3.0,0,0.0,0,9,1,0.4545454545454545,2,2,0.0,2,4.0,benign
12,9,2.9,0,0.0,0,9,2,0.25,3,4,1.0,3,1.0,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,0,0.0,6,11.53,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,3,0,0.0,2,1.0,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,2,1.0,10,13.2,benign
13,10,3.1,0,0.0,0,10,2,0.3846153846153846,3,2,0.0,2,4.0,benign
13,10,3.3,0,0.0,0,10,1,0.4615384615384615,2,0,0.0,2,1.0,benign
11,8,2.7,0,0.0,0,8,2,0.3636363636363636,4,4,1.0,4,8.83,benign
8,5,2.8,0,0.0,0,5,1,0.25,3,11,1.1,7,7.71,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,14,9.77,benign
10,7,2.2,0,0.0,0,7,1,0.5,1,1,0.0,6,2.8,benign
9,6,2.9,2,0.2222222222222222,2,4,1,0.2222222222222222,2,4,1.0,2,5.0,benign
12,9,3.3,0,0.0,0,9,2,0.25,4,1,0.0,6,1.0,benign
11,8,2.9,0,0.0,0,8,1,0.2727272727272727,3,0,0.0,4,8.67,benign
10,7,2.6,0,0.0,0,7,1,0.4,2,1,0.0,3,1.0,benign
10,7,2.6,0,0.0,0,7,1,0.3,2,1,0.0,5,2.9,benign
7,5,2.5,0,0.0,0,5,1,0.2857142857142857,5,0,0.0,4,8.5,benign
9,6,2.1,0,0.0,0,6,1,0.4444444444444444,1,1,0.0,8,7.93,benign
20,17,3.7,0,0.0,0,17,2,0.35,4,2,1.0,4,9.0,benign
20,17,3.4,0,0.0,0,17,2,0.4,3,2,0.0,4,10.33,benign
8,6,2.8,0,0.0,0,6,1,0.25,2,6,0.0,4,1.33,benign
10,7,2.6,0,0.0,0,7,2,0.3,2,1,0.0,3,1.0,benign
24,21,3.5,0,0.0,0,21,1,0.375,3,2,1.0,8,4.43,benign
10,7,2.6,0,0.0,0,7,2,0.4,2,2,1.0,2,1.0,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,4,0.0,10,8.31,benign
8,5,2.8,0,0.0,0,5,1,0.375,2,2,1.0,13,7.15,benign
13,10,3.3,0,0.0,0,10,2,0.3846153846153846,2,0,0.0,10,10.22,benign
9,4,3.2,0,0.0,0,4,1,0.2222222222222222,2,0,0.0,4,1.0,benign
12,9,3.4,0,0.0,0,9,1,0.4166666666666667,2,1,0.0,2,1.0,benign
7,5,2.5,0,0.0,0,5,1,0.4285714285714285,3,5,2.32,4,8.33,benign
21,18,3.2,0,0.0,0,18,1,0.4285714285714285,2,29,4.32,8,11.14,benign
8,5,3.0,0,0.0,0,5,1,0.375,2,8,2.0,10,10.89,benign
12,9,3.1,0,0.0,0,9,1,0.5,1,8,1.5,11,11.6,benign
6,4,2.6,0,0.0,0,4,1,0.5,3,3,0.0,5,6.8,benign
13,10,3.4,0,0.0,0,10,2,0.3076923076923077,3,4,1.0,2,4.0,benign
9,7,2.9,0,0.0,0,7,1,0.3333333333333333,2,0,0.0,2,1.0,benign
8,5,2.2,0,0.0,0,5,2,0.5,1,1,0.0,4,13.17,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,1,0.0,4,9.0,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,3,0.92,9,2.0,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,8,6.61,benign
17,14,3.5,0,0.0,0,14,1,0.3529411764705882,2,1,0.0,12,15.32,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,3,3,1.58,6,13.4,benign
13,10,3.0,0,0.0,0,10,1,0.2307692307692307,3,0,0.0,11,12.15,benign
19,16,3.4,0,0.0,0,16,1,0.3157894736842105,3,0,0.0,4,8.67,benign
