len_domain,max_len_labels_subdomain,character_entropy,number_numerical_characters,ratio_numerical_characters,max_len_cont_num_chars,max_len_cont_alpha_chars,max_len_cont_same_alpha_chars,ratio_vowels,max_length_continuous_consonants,number_distinct_A_records,ip_entropy_domain_name,number_distinct_NS_records,similarity_NS_domain_name,Class
13,10,3.3,0,0.0,0,10,1,0.3846153846153846,2,0,0.0,4,8.17,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,3,2,1.0,4,8.17,benign
6,3,2.6,0,0.0,0,3,1,0.1666666666666666,3,2,1.0,4,1.0,benign
17,14,3.3,0,0.0,0,14,1,0.3529411764705882,3,0,0.0,6,2.73,benign
8,5,2.8,0,0.0,0,5,1,0.5,2,6,0.0,6,3.73,benign
15,12,3.1,0,0.0,0,12,1,0.3333333333333333,3,0,0.0,8,7.68,benign
13,10,3.2,0,0.0,0,10,2,0.3846153846153846,2,4,0.0,9,10.0,benign
10,7,3.1,2,0.2,2,5,1,0.3,1,0,0.0,5,6.1,benign
15,12,3.6,0,0.0,0,12,1,0.3333333333333333,3,1,0.0,14,11.51,benign
12,9,3.4,0,0.0,0,9,1,0.25,3,4,1.5,4,8.5,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,2,4,1.0,2,4.0,benign
6,4,2.6,0,0.0,0,4,1,0.5,2,8,1.0,2,4.0,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,1,0.0,4,1.0,benign
7,4,2.2,0,0.0,0,4,1,0.1428571428571428,4,0,0.0,4,6.33,benign
6,3,2.6,0,0.0,0,3,1,0.1666666666666666,3,2,0.0,4,10.33,benign
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,3,0,0.0,8,10.79,benign
17,14,3.1,0,0.0,0,14,2,0.4117647058823529,2,0,0.0,4,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,10,9.53,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,3,0,0.0,3,1.0,benign
7,5,2.5,0,0.0,0,5,2,0.2857142857142857,2,1,0.0,8,5.25,benign
10,7,2.7,0,0.0,0,7,2,0.3,3,0,0.0,4,1.0,benign
13,10,3.1,0,0.0,0,10,1,0.4615384615384615,2,1,0.0,16,8.32,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,2,2.0,benign
11,8,2.8,0,0.0,0,8,2,0.1818181818181818,5,1,0.0,10,4.16,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,5,0.72,12,1.35,benign
14,11,3.7,0,0.0,0,11,1,0.3571428571428571,3,1,0.0,8,5.5,benign
8,5,2.8,0,0.0,0,5,1,0.375,2,2,0.0,3,1.0,benign
16,13,3.6,0,0.0,0,13,1,0.375,3,7,1.15,8,14.89,benign
13,10,3.0,0,0.0,0,10,1,0.3076923076923077,3,0,0.0,3,1.0,benign
8,5,2.8,0,0.0,0,5,1,0.25,2,1,0.0,8,11.61,benign
11,8,2.6,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,4,8.33,benign
10,6,2.8,0,0.0,0,6,1,0.4,2,5,0.72,8,7.89,benign
10,7,3.1,0,0.0,0,7,1,0.3,3,1,0.0,3,16.0,benign
9,6,2.5,0,0.0,0,6,2,0.4444444444444444,2,0,0.0,10,8.93,benign
8,5,3.0,0,0.0,0,5,1,0.125,5,0,0.0,10,7.67,benign
9,6,2.9,0,0.0,0,6,1,0.2222222222222222,5,0,0.0,6,4.27,benign
16,13,3.1,0,0.0,0,13,1,0.375,3,3,0.92,4,1.0,benign
11,8,2.7,0,0.0,0,8,2,0.3636363636363636,2,1,0.0,4,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.2222222222222222,2,1,0.0,6,4.27,benign
12,9,3.4,0,0.0,0,9,1,0.4166666666666667,3,3,0.92,4,12.17,benign
8,5,3.0,0,0.0,0,5,1,0.125,5,1,0.0,9,4.36,benign
6,3,1.9,0,0.0,0,3,1,0.3333333333333333,2,9,2.95,11,7.13,benign
10,7,2.4,0,0.0,0,7,2,0.3,3,1,0.0,2,1.0,benign
22,19,3.6,0,0.0,0,19,1,0.4090909090909091,2,1,0.0,4,1.0,benign
17,14,3.5,0,0.0,0,14,1,0.2941176470588235,4,4,1.0,21,14.27,benign
14,11,3.4,0,0.0,0,11,1,0.2857142857142857,4,2,1.0,6,12.0,benign
15,12,3.4,0,0.0,0,12,2,0.4,2,1,0.0,4,1.0,benign
16,13,3.0,0,0.0,0,13,2,0.3125,3,1,0.0,3,1.0,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,4,8.67,benign
19,16,3.5,0,0.0,0,16,2,0.4736842105263157,2,8,0.0,12,10.15,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,3,1,0.0,8,7.86,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,1,1,0.0,4,5.67,benign
15,12,3.3,0,0.0,0,12,1,0.4,2,1,0.0,2,1.0,benign
13,10,3.1,0,0.0,0,10,1,0.3076923076923077,5,3,1.58,4,7.5,benign
9,7,3.2,0,0.0,0,7,1,0.4444444444444444,3,1,0.0,2,1.0,benign
14,11,3.0,0,0.0,0,11,2,0.2857142857142857,3,1,0.0,2,1.0,benign
12,9,3.1,0,0.0,0,9,2,0.3333333333333333,3,4,2.0,4,8.33,benign
14,11,3.2,0,0.0,0,11,2,0.2857142857142857,4,1,0.0,4,8.33,benign
16,14,3.6,0,0.0,0,14,1,0.5,3,1,0.0,3,6.33,benign
11,7,3.3,0,0.0,0,7,1,0.5454545454545454,2,0,0.0,8,8.25,benign
15,12,3.5,0,0.0,0,12,1,0.2666666666666666,3,1,0.0,4,8.5,benign
12,9,3.0,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,4,4.33,benign
8,5,3.0,0,0.0,0,5,1,0.375,2,2,1.0,7,4.71,benign
11,8,2.7,0,0.0,0,8,2,0.4545454545454545,2,0,0.0,4,8.67,benign
7,4,2.8,0,0.0,0,4,1,0.1428571428571428,4,0,0.0,4,7.83,benign
7,5,2.5,0,0.0,0,5,1,0.4285714285714285,3,0,0.0,10,8.38,benign
18,15,3.5,0,0.0,0,15,1,0.4444444444444444,2,3,0.0,4,8.83,benign
10,7,3.1,0,0.0,0,7,1,0.4,1,1,0.0,8,12.61,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,6,2.25,4,8.33,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,0,0.0,4,1.33,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,3,3,1.58,15,9.94,benign
8,5,2.4,0,0.0,0,5,1,0.5,1,2,0.0,4,2.0,benign
11,8,3.5,3,0.2727272727272727,2,4,1,0.2727272727272727,1,4,2.0,16,10.17,benign
13,11,3.0,0,0.0,0,11,2,0.2307692307692307,5,6,1.46,8,10.86,benign
10,7,2.7,0,0.0,0,7,1,0.5,1,2,1.0,12,2.39,benign
18,15,3.4,0,0.0,0,15,1,0.2777777777777778,5,12,3.58,8,15.07,benign
13,10,3.1,0,0.0,0,10,2,0.3076923076923077,3,4,2.0,6,1.0,benign
12,9,3.1,0,0.0,0,9,2,0.3333333333333333,3,1,0.0,5,7.6,benign
16,13,3.2,0,0.0,0,13,1,0.3125,3,0,0.0,3,1.0,benign
17,14,3.5,0,0.0,0,14,2,0.2941176470588235,3,0,0.0,4,1.0,benign
11,8,3.5,0,0.0,0,8,1,0.2727272727272727,4,0,0.0,2,4.0,benign
8,5,2.5,0,0.0,0,5,1,0.25,3,8,3.0,12,11.32,benign
8,5,2.8,0,0.0,0,5,1,0.125,5,6,1.25,8,6.68,benign
9,6,2.5,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,2,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,2,0.0,2,3.0,benign
11,9,2.9,0,0.0,0,9,1,0.3636363636363636,3,2,0.0,0,0.0,benign
22,19,3.3,0,0.0,0,19,1,0.4090909090909091,2,0,0.0,4,8.83,benign
11,8,3.3,0,0.0,0,8,1,0.2727272727272727,4,5,1.37,6,1.0,benign
17,14,3.2,0,0.0,0,14,1,0.4117647058823529,2,1,0.0,3,5.33,benign
15,12,3.1,0,0.0,0,12,1,0.4,3,0,0.0,5,1.0,benign
9,6,2.7,0,0.0,0,6,1,0.4444444444444444,2,1,0.0,11,10.78,benign
8,5,2.8,0,0.0,0,5,2,0.375,2,0,0.0,4,8.33,benign
10,7,2.9,0,0.0,0,7,1,0.5,2,0,0.0,4,8.83,benign
7,4,2.5,0,0.0,0,4,1,0.2857142857142857,3,4,0.0,9,8.67,benign
14,11,3.5,1,0.0714285714285714,1,8,1,0.2142857142857142,3,0,0.0,4,8.83,benign
11,8,3.1,1,0.0909090909090909,1,7,1,0.3636363636363636,1,1,0.0,4,7.83,benign
8,5,2.5,0,0.0,0,5,1,0.125,5,0,0.0,12,7.24,benign
21,19,3.5,0,0.0,0,19,2,0.4285714285714285,3,0,0.0,4,4.17,benign
23,20,3.6,0,0.0,0,20,2,0.4347826086956521,2,0,0.0,4,1.33,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,3,4,0.0,4,8.67,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,1,0.0,19,8.44,benign
8,4,2.5,0,0.0,0,4,1,0.25,2,1,0.0,7,3.57,benign
10,7,2.9,0,0.0,0,7,1,0.4,1,3,1.58,7,10.76,benign
10,7,3.1,0,0.0,0,7,2,0.3,3,0,0.0,4,9.0,benign
14,11,3.0,0,0.0,0,11,2,0.4285714285714285,2,1,0.0,4,8.83,benign
12,6,3.3,0,0.0,0,6,1,0.4166666666666667,1,1,0.0,0,0.0,benign
13,10,3.0,0,0.0,0,10,2,0.3076923076923077,2,1,0.0,4,1.0,benign
9,6,3.2,0,0.0,0,6,1,0.2222222222222222,4,2,0.0,2,4.0,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,8,8.64,benign
10,7,2.5,0,0.0,0,7,2,0.3,2,0,0.0,2,1.0,benign
11,8,3.3,0,0.0,0,8,1,0.2727272727272727,4,1,0.0,9,6.78,benign
12,9,3.3,0,0.0,0,9,1,0.25,3,5,2.32,6,15.47,benign
14,11,3.2,0,0.0,0,11,1,0.3571428571428571,3,1,0.0,2,1.0,benign
12,9,2.9,0,0.0,0,9,2,0.5,2,0,0.0,2,5.0,benign
16,13,3.5,0,0.0,0,13,1,0.3125,3,0,0.0,4,8.5,benign
7,5,2.8,0,0.0,0,5,1,0.5714285714285714,1,4,0.0,2,1.0,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,0,0.0,6,11.73,benign
10,7,2.7,0,0.0,0,7,1,0.2,4,0,0.0,4,8.33,benign
9,6,2.7,0,0.0,0,6,1,0.4444444444444444,1,1,0.0,4,1.0,benign
14,11,3.4,0,0.0,0,11,1,0.4285714285714285,2,0,0.0,3,1.0,benign
15,12,3.1,0,0.0,0,12,1,0.4,3,0,0.0,8,10.93,benign
18,15,3.4,0,0.0,0,15,2,0.3888888888888889,2,5,2.32,11,9.73,benign
13,10,3.0,0,0.0,0,10,1,0.3846153846153846,2,0,0.0,4,8.83,benign
13,10,3.2,0,0.0,0,10,1,0.3076923076923077,5,1,0.0,4,1.0,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,3,0,0.0,2,2.0,benign
8,6,2.8,0,0.0,0,6,2,0.375,2,2,1.0,4,7.83,benign
16,13,3.5,0,0.0,0,13,2,0.3125,2,0,0.0,4,9.67,benign
10,7,3.3,1,0.1,1,4,1,0.4,2,0,0.0,4,8.83,benign
14,11,3.4,0,0.0,0,11,1,0.3571428571428571,3,1,0.0,2,1.0,benign
6,3,2.3,0,0.0,0,3,1,0.1666666666666666,3,1,0.0,2,3.0,benign
10,7,3.1,0,0.0,0,7,1,0.3,3,0,0.0,4,9.0,benign
12,9,3.0,0,0.0,0,9,2,0.4166666666666667,2,1,0.0,14,13.24,benign
8,6,2.5,0,0.0,0,6,1,0.5,2,3,0.92,8,10.36,benign
7,5,2.5,0,0.0,0,5,1,0.5714285714285714,1,0,0.0,6,12.27,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,9,3.17,8,8.21,benign
14,11,3.4,0,0.0,0,11,1,0.2857142857142857,5,1,0.0,6,9.13,benign
12,9,3.3,0,0.0,0,9,1,0.5,1,1,0.0,7,6.1,benign
11,7,3.1,0,0.0,0,7,2,0.3636363636363636,3,25,3.92,2,1.0,benign
14,11,3.0,0,0.0,0,11,1,0.2142857142857142,5,0,0.0,4,1.0,benign
16,13,3.1,0,0.0,0,13,2,0.3125,3,3,0.92,7,8.48,benign
10,7,3.1,0,0.0,0,7,1,0.6,1,1,0.0,5,12.6,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,0,0.0,4,8.0,benign
14,11,3.0,0,0.0,0,11,2,0.2857142857142857,3,1,0.0,4,8.83,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,2,4,0.81,6,2.4,benign
18,15,3.2,0,0.0,0,15,1,0.3333333333333333,3,9,2.06,8,14.18,benign
19,16,3.3,0,0.0,0,16,2,0.3684210526315789,3,0,0.0,9,10.64,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,6,11.67,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,2,0,0.0,6,3.13,benign
8,5,2.4,0,0.0,0,5,2,0.25,3,2,0.0,12,11.85,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,0,0.0,4,8.67,benign
18,15,3.7,2,0.1111111111111111,2,13,1,0.3888888888888889,2,1,0.0,2,1.0,benign
18,15,3.2,0,0.0,0,15,2,0.3333333333333333,3,24,0.65,4,8.83,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,2,1,0.0,8,7.71,benign
12,9,3.0,0,0.0,0,9,1,0.4166666666666667,2,1,0.0,4,8.0,benign
14,11,3.3,0,0.0,0,11,1,0.3571428571428571,4,1,0.0,2,1.0,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,3,87,2.95,4,8.5,benign
8,5,2.8,0,0.0,0,5,1,0.25,1,0,0.0,4,8.67,benign
8,5,2.2,0,0.0,0,5,2,0.5,2,1,0.0,8,7.75,benign
11,8,3.1,0,0.0,0,8,2,0.1818181818181818,5,48,2.79,4,8.5,benign
9,7,2.9,2,0.2222222222222222,2,5,1,0.5555555555555556,1,0,0.0,6,1.0,benign
19,16,3.2,0,0.0,0,16,1,0.4210526315789473,2,0,0.0,4,8.67,benign
12,8,2.6,0,0.0,0,8,1,0.3333333333333333,2,4,1.5,4,1.0,benign
17,14,3.5,0,0.0,0,14,1,0.4117647058823529,3,4,2.0,4,8.0,benign
10,7,2.9,0,0.0,0,7,2,0.4,1,1,0.0,4,8.67,benign
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,3,2,0.0,10,6.58,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,1,0.0,3,1.0,benign
16,8,3.6,0,0.0,0,8,2,0.375,3,4,0.0,0,0.0,benign
12,9,3.0,0,0.0,0,9,2,0.3333333333333333,4,4,2.0,4,8.67,benign
12,9,2.9,0,0.0,0,9,2,0.4166666666666667,3,57,4.9,4,8.67,benign
9,6,1.9,0,0.0,0,6,2,0.5555555555555556,1,3,0.92,9,8.11,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,1,0.0,3,1.0,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,4,2.0,6,2.87,benign
12,9,3.3,0,0.0,0,9,2,0.3333333333333333,2,2,0.0,0,0.0,benign
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,7,1.38,11,10.56,benign
13,10,3.5,0,0.0,0,10,1,0.3076923076923077,3,2,1.0,2,1.0,benign
14,11,3.2,1,0.0714285714285714,1,8,1,0.2857142857142857,2,0,0.0,2,1.0,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,0,0.0,2,5.0,benign
21,18,3.9,0,0.0,0,18,2,0.2857142857142857,4,0,0.0,3,4.67,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,2,1,0.0,2,1.0,benign
13,10,3.5,0,0.0,0,10,2,0.3076923076923077,2,2,1.0,5,3.9,benign
11,8,3.1,0,0.0,0,8,1,0.2727272727272727,3,2,1.0,6,10.6,benign
16,13,3.6,0,0.0,0,13,2,0.25,4,0,0.0,6,7.67,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,6,1.46,7,10.81,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,2,2,1.0,4,8.67,benign
10,7,3.1,0,0.0,0,7,1,0.2,5,1,0.0,6,3.8,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,1,1,0.0,4,1.0,benign
6,3,2.6,0,0.0,0,3,1,0.3333333333333333,2,1,0.0,5,5.9,benign
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,2,1,0.0,2,1.0,benign
8,5,2.8,0,0.0,0,5,1,0.375,1,1,0.0,2,4.0,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,7,1.66,4,8.83,benign
12,9,2.9,0,0.0,0,9,2,0.5,1,1,0.0,2,4.0,benign
9,6,2.9,0,0.0,0,6,1,0.2222222222222222,4,2,1.0,4,9.0,benign
13,10,3.2,0,0.0,0,10,1,0.4615384615384615,2,0,0.0,8,1.5,benign
19,16,3.4,0,0.0,0,16,1,0.4210526315789473,3,2,0.0,2,3.0,benign
18,15,3.6,0,0.0,0,15,1,0.3888888888888889,3,2,1.0,2,2.0,benign
14,11,3.1,0,0.0,0,11,2,0.4285714285714285,2,1,0.0,2,1.0,benign
11,8,2.5,0,0.0,0,8,2,0.3636363636363636,2,1,0.0,1,0.0,benign
8,5,2.8,0,0.0,0,5,1,0.375,2,9,2.95,6,13.13,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,4,0.81,13,4.4,benign
22,10,3.8,0,0.0,0,10,1,0.3636363636363636,2,0,0.0,6,14.73,benign
8,5,2.8,0,0.0,0,5,1,0.375,3,0,0.0,3,1.0,benign
10,7,2.6,0,0.0,0,7,1,0.4,2,0,0.0,4,8.83,benign
17,14,3.4,0,0.0,0,14,1,0.4705882352941176,2,2,1.0,4,1.0,benign
14,11,3.3,0,0.0,0,11,2,0.2857142857142857,3,0,0.0,2,1.0,benign
14,11,3.1,0,0.0,0,11,1,0.3571428571428571,3,4,1.0,7,7.1,benign
5,3,2.3,3,0.6,3,2,1,0.0,2,2,1.0,3,1.0,benign
18,15,3.3,0,0.0,0,15,2,0.3333333333333333,3,0,0.0,4,13.17,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,0,0.0,10,7.82,benign
15,12,3.3,0,0.0,0,12,2,0.3333333333333333,4,8,1.5,2,4.0,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,5,0.72,13,11.42,benign
18,15,3.8,0,0.0,0,15,1,0.3888888888888889,3,0,0.0,8,5.61,benign
10,7,2.8,0,0.0,0,7,2,0.4,2,0,0.0,10,1.44,benign
15,12,3.1,0,0.0,0,12,2,0.3333333333333333,4,0,0.0,2,1.0,benign
8,5,3.0,0,0.0,0,5,1,0.375,1,1,0.0,4,8.83,benign
19,16,3.8,0,0.0,0,16,2,0.2631578947368421,4,0,0.0,4,1.0,benign
12,9,3.0,0,0.0,0,9,1,0.3333333333333333,3,1,0.0,2,1.0,benign
14,11,3.2,0,0.0,0,11,1,0.3571428571428571,3,2,1.0,4,8.33,benign
9,6,3.2,0,0.0,0,6,1,0.4444444444444444,3,1,0.0,3,1.0,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,8,10.0,benign
11,8,3.0,0,0.0,0,8,1,0.4545454545454545,2,0,0.0,4,9.0,benign
19,16,3.5,0,0.0,0,16,1,0.3684210526315789,3,1,0.0,4,1.0,benign
13,10,3.2,0,0.0,0,10,2,0.3076923076923077,2,16,4.0,11,9.25,benign
14,11,3.2,0,0.0,0,11,1,0.4285714285714285,2,1,0.0,4,8.33,benign
10,7,2.6,0,0.0,0,7,1,0.4,1,1,0.0,8,13.11,benign
7,5,2.8,0,0.0,0,5,1,0.2857142857142857,3,0,0.0,4,8.83,benign
10,7,2.9,0,0.0,0,7,1,0.3,2,0,0.0,2,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,0,0.0,9,10.14,benign
11,8,2.9,0,0.0,0,8,1,0.2727272727272727,2,12,3.58,4,8.67,benign
20,17,3.4,0,0.0,0,17,2,0.35,3,3,0.92,9,6.33,benign
10,7,2.7,0,0.0,0,7,1,0.4,2,2,1.0,4,8.67,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,28,4.25,4,9.0,benign
15,12,3.4,0,0.0,0,12,1,0.4,2,0,0.0,2,6.0,benign
19,16,3.7,0,0.0,0,16,2,0.3157894736842105,3,1,0.0,4,8.33,benign
12,9,3.1,0,0.0,0,9,1,0.5,1,15,3.64,6,11.93,benign
7,4,2.5,0,0.0,0,4,1,0.2857142857142857,2,0,0.0,4,8.5,benign
8,5,2.8,0,0.0,0,5,1,0.25,3,2,1.0,8,7.36,benign
12,9,3.4,0,0.0,0,9,2,0.3333333333333333,3,5,1.37,13,10.27,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,5,1,0.0,6,7.4,benign
15,12,3.4,0,0.0,0,12,2,0.4,3,0,0.0,4,8.83,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,14,2.09,8,15.21,benign
11,8,2.7,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,3,1.0,benign
14,11,3.0,0,0.0,0,11,1,0.4285714285714285,2,0,0.0,3,1.0,benign
8,6,3.0,0,0.0,0,6,1,0.375,4,4,0.0,4,1.0,benign
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,2,1.0,3,9.33,benign
14,11,3.2,0,0.0,0,11,1,0.4285714285714285,3,1,0.0,2,3.0,benign
15,12,3.6,0,0.0,0,12,1,0.3333333333333333,3,1,0.0,10,10.73,benign
9,6,2.7,0,0.0,0,6,1,0.4444444444444444,1,0,0.0,6,5.73,benign
6,4,2.3,0,0.0,0,4,2,0.3333333333333333,2,0,0.0,4,1.0,benign
11,9,3.1,0,0.0,0,9,1,0.3636363636363636,3,0,0.0,4,8.67,benign
13,10,2.9,0,0.0,0,10,1,0.3076923076923077,3,1,0.0,4,8.0,benign
9,6,2.4,0,0.0,0,6,1,0.4444444444444444,1,4,1.5,4,8.83,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,3,1,0.0,2,1.0,benign
14,11,3.2,0,0.0,0,11,2,0.4285714285714285,3,0,0.0,4,8.83,benign
20,17,3.4,0,0.0,0,17,2,0.35,3,0,0.0,4,8.67,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,2,0.0,8,9.14,benign
10,7,2.6,0,0.0,0,7,1,0.4,1,2,0.0,7,13.71,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,2,2,1.0,6,4.07,benign
15,12,3.0,0,0.0,0,12,2,0.3333333333333333,2,1,0.0,6,1.0,benign
6,3,2.6,0,0.0,0,3,1,0.1666666666666666,3,1,0.0,14,9.7,benign
7,5,2.8,0,0.0,0,5,1,0.2857142857142857,2,0,0.0,4,8.67,benign
19,16,3.5,0,0.0,0,16,1,0.4210526315789473,3,0,0.0,4,1.0,benign
11,8,2.8,1,0.0909090909090909,1,7,1,0.2727272727272727,3,1,0.0,8,10.79,benign
11,8,2.9,0,0.0,0,8,1,0.4545454545454545,1,0,0.0,10,9.38,benign
13,10,3.2,0,0.0,0,10,1,0.3076923076923077,3,3,0.92,8,6.32,benign
10,7,2.9,0,0.0,0,7,1,0.2,4,0,0.0,11,7.11,benign
9,4,3.2,0,0.0,0,4,1,0.4444444444444444,2,102,6.0,8,9.04,benign
9,6,2.9,0,0.0,0,6,2,0.3333333333333333,2,1,0.0,6,12.0,benign
10,8,2.9,0,0.0,0,8,1,0.5,3,0,0.0,4,8.33,benign
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,0,0.0,4,8.67,benign
9,6,2.9,0,0.0,0,6,1,0.4444444444444444,1,1,0.0,6,2.73,benign
15,12,3.2,0,0.0,0,12,1,0.3333333333333333,2,1,0.0,4,1.0,benign
12,9,2.9,0,0.0,0,9,2,0.3333333333333333,2,0,0.0,4,9.0,benign
13,10,2.9,0,0.0,0,10,1,0.2307692307692307,4,0,0.0,4,8.0,benign
9,7,3.2,0,0.0,0,7,1,0.4444444444444444,2,1,0.0,3,7.67,benign
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,2,4,0.0,4,1.0,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,6,3,1.58,6,1.0,benign
10,7,3.3,0,0.0,0,7,1,0.4,2,1,0.0,4,7.33,benign
13,10,3.2,0,0.0,0,10,1,0.5384615384615384,1,1,0.0,5,6.3,benign
18,15,3.6,0,0.0,0,15,1,0.3333333333333333,4,1,0.0,2,1.0,benign
18,15,3.4,0,0.0,0,15,1,0.2777777777777778,4,1,0.0,8,7.14,benign
11,8,2.9,0,0.0,0,8,1,0.4545454545454545,2,0,0.0,4,1.0,benign
10,7,2.7,0,0.0,0,7,1,0.5,2,10,0.0,2,5.0,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,3,2,1.0,6,6.2,benign
10,7,2.7,0,0.0,0,7,2,0.4,2,2,1.0,4,9.0,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,2,3,0.92,7,1.0,benign
13,10,3.0,0,0.0,0,10,2,0.3846153846153846,2,6,0.92,4,8.0,benign
12,9,2.8,0,0.0,0,9,1,0.5,2,0,0.0,8,5.54,benign
8,5,2.8,0,0.0,0,5,2,0.375,2,2,0.0,5,6.6,benign
15,12,3.2,1,0.0666666666666666,1,7,2,0.3333333333333333,2,1,0.0,8,10.86,benign
10,7,2.8,0,0.0,0,7,1,0.4,2,0,0.0,4,8.5,benign
19,16,3.5,0,0.0,0,16,2,0.3684210526315789,2,0,0.0,5,11.7,benign
10,7,2.9,0,0.0,0,7,1,0.4,1,2,1.0,9,12.47,benign
18,15,3.5,0,0.0,0,15,1,0.2777777777777778,3,0,0.0,4,8.83,benign
12,9,2.9,0,0.0,0,9,1,0.25,4,0,0.0,2,1.0,benign
12,10,3.3,0,0.0,0,10,1,0.3333333333333333,2,1,0.0,4,3.33,benign
16,13,3.6,0,0.0,0,13,2,0.25,4,1,0.0,4,8.83,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,7,1.95,8,6.68,benign
11,8,3.1,0,0.0,0,8,1,0.2727272727272727,3,1,0.0,4,8.5,benign
18,15,3.7,0,0.0,0,15,1,0.3888888888888889,2,1,0.0,3,1.0,benign
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,2,0.0,2,4.0,benign
12,9,3.1,0,0.0,0,9,1,0.5,1,0,0.0,2,1.0,benign
13,10,2.9,0,0.0,0,10,2,0.3076923076923077,3,1,0.0,6,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,4,11.5,benign
10,7,3.1,0,0.0,0,7,2,0.3,2,1,0.0,4,8.0,benign
11,8,2.9,0,0.0,0,8,1,0.2727272727272727,2,2,0.0,6,10.53,benign
11,8,2.8,0,0.0,0,8,2,0.3636363636363636,4,0,0.0,7,6.14,benign
10,6,3.1,0,0.0,0,6,1,0.2,3,1,0.0,0,0.0,benign
10,7,2.9,0,0.0,0,7,1,0.4,1,2,0.0,8,3.79,benign
12,9,3.0,0,0.0,0,9,2,0.25,3,0,0.0,6,4.8,benign
10,7,3.1,0,0.0,0,7,1,0.4,2,0,0.0,2,1.0,benign
